type,PCR,iLISI,bASW,GC,kBET,integration_method_batch,homology_method_batch,bASW_scaled,GC_scaled,kBET_scaled,PCR_scaled,iLISI_scaled,avg_score_batch,iLISI_scaled_rank,GC_scaled_rank,PCR_scaled_rank,bASW_scaled_rank,kBET_scaled_rank,avg_score_scaled_rank_batch,cASW,cLISI,ARI,NMI,iso_F1,integration_method_bio,homology_method_bio,cASW_scaled,ARI_scaled,NMI_scaled,iso_F1_scaled,cLISI_scaled,avg_score_bio,cLISI_scaled_rank,NMI_scaled_rank,ARI_scaled_rank,cASW_scaled_rank,iso_F1_scaled_rank,avg_score_scaled_rank_bio,integrated_score,integrated_score_rank,task_name,trajectory_conservation_score_batch,traj_scaled,traj_scaled_rank,batch_aggr_with_LISI,bio_aggr_with_LISI,integrated_score_aggr_with_LISI,integrated_score_aggr_rank_with_LISI,batch_aggr_no_LISI,bio_aggr_no_LISI,integrated_score_aggr_no_LISI,integrated_score_aggr_rank_no_LISI
unintegrated HE,0.25102333980464214,0,0.5377563159803647,0.8816536839820115,0.15706788464252663,unintegrated,HE,0.01997333346472899,0.6931659802652642,0.02369378015805689,0.00236563458936574,0,0.18479968211935396,26,21,29,29,28,30,0.5604946687817574,1,0.5339185470695306,0.733632450965957,0.6386388513277573,unintegrated,HE,0.4984333439285177,0.46565534762099303,0.6991997140714397,0.8565889407372068,1,0.6299693365895392,1,19,23,23,6,20,0.45190147480146514,24,Heart_hs_mf_mm,NA,NA,NA,0.365500244881909,0.6933369036290005,0.5622022401301638,22,0.45687530610238625,0.6166711295362506,0.5527528001627049,22
LIGER O2O,0.0410681402966889,0.3208153224362591,0.7375270717845127,0.704418977469358,0.36442641892008687,LIGER,O2O,0.689733429854946,0.0948207336819917,1,0.8668335348894086,0.9287187754243356,0.6628469246065866,3,28,9,22,1,16,0.5292973134226733,0.9988793959775124,0.3931836134573489,0.5720535053792838,0.22748466636146683,LIGER,O2O,0.37786831413902894,0.28839309435360366,0.43331070345552136,0.11485215858652656,0.07052408932612061,0.30360606763367015,6,29,26,26,28,27,0.4473024104228367,25,Heart_hs_mf_mm,NA,NA,NA,0.4336511861813811,0.544179698919657,0.4999682938243466,26,0.4618601521176616,0.4305047746551932,0.44304692564018056,26
LIGER SH,0.03863703328219679,0.3209654586187076,0.7308612835422015,0.6763323084410557,0.30697410849829776,LIGER,SH,0.6673854192178733,0,0.7294972777247644,0.8768433559424142,0.929153400212365,0.568431513221263,2,30,7,23,9,22,0.5418720200358088,0.999705702258992,0.5562892815622459,0.5913676462260922,0.19112262943945577,LIGER,SH,0.4264644165956853,0.4938323375242446,0.4650934198361012,0.04925374989907027,0.7558971274925235,0.3586609809637753,2,27,19,25,29,24,0.4425691938667704,26,Heart_hs_mf_mm,NA,NA,NA,0.4147540384764919,0.5760714559045189,0.5115444889333081,24,0.43820118344093795,0.47016289431590064,0.45737820996591555,24
LIGER HE,0.0247368999508142,0.34543860953998395,0.6922555230159307,0.7406020341582181,0.2885215004498298,LIGER,HE,0.5379540728368138,0.21697491218701753,0.6426168603221694,0.934075656466678,1,0.5829053754531697,1,26,4,24,13,21,0.4982105552390592,0.9991017214409382,0.639328641522525,0.6056228240172505,0.163820645927774,LIGER,HE,0.25773069723764236,0.5984243082498897,0.4885512726230656,0,0.2549301403814971,0.3361765695276494,5,25,18,27,30,25,0.4348680918978575,27,Heart_hs_mf_mm,NA,NA,NA,0.41831091342295534,0.5812168776295094,0.5160544919468877,27,0.4365289893936982,0.4767456666766522,0.46065899576347064,27
LIGER UINMF SH,0.03872737476631854,0.1601191775420996,0.7793600241221622,0.6975841107777293,0.3059240032519782,LIGER UINMF,SH,0.829984399408367,0.07174618989519455,0.7245530670268912,0.8764713846205715,0.46352426486236786,0.625688760237756,4,29,8,14,10,17,0.431520270645705,0.9992617340130348,0.3632918067165607,0.5882522536868919,0.3201349796389204,LIGER UINMF,SH,0,0.25074296100642157,0.4599668321057473,0.28199662104969037,0.3876512695083856,0.2481766035404648,3,28,29,30,26,30,0.3991814662193813,28,Heart_hs_mf_mm,NA,NA,NA,0.39634293809205756,0.5404922089402225,0.48283250060095656,28,0.45539887822954705,0.42579982767201946,0.4376394478950305,28
LIGER UINMF HE,0.02938333280247707,0.11234146959268988,0.7394492244745222,0.7447657891937475,0.2286349004553737,LIGER UINMF,HE,0.6961777222928222,0.23103176979954324,0.3606527720656814,0.9149444700965592,0.32521399313844374,0.5507016835636515,6,25,6,20,17,23,0.4550442218038876,0.999183032204954,0.3749748356658566,0.6128884410236678,0.3184825823000596,LIGER UINMF,HE,0.09091045825866544,0.2654582842270741,0.5005073335463261,0.2790156374435976,0.3223726936068102,0.28397292836891586,4,24,28,29,27,29,0.3906644304468101,29,Heart_hs_mf_mm,NA,NA,NA,0.37091494330376207,0.5521146225996851,0.4796347508813159,30,0.43555831173153015,0.44034752019836787,0.4384318368116328,30
LIGER UINMF O2O,0.02858246716680766,0.12997673616162908,0.7385476664886842,0.7347397393869943,0.20976250943549535,LIGER UINMF,O2O,0.6931551199050722,0.19718377601820344,0.271795890432185,0.918241948016192,0.3762658040301789,0.5200941835929132,5,27,5,21,20,24,0.4633453733589643,0.9987943700211928,0.3798522331642354,0.5993368208103373,0.33069144564937153,LIGER UINMF,O2O,0.1229910167869531,0.2716015952618869,0.4782072320220698,0.30104086142417913,0,0.2934601763737722,7,26,27,28,25,28,0.3841137792614286,30,Heart_hs_mf_mm,NA,NA,NA,0.3683218237279221,0.5544040486008203,0.47997115865166096,29,0.4279080956194954,0.4433064682457271,0.4371471191952344,29
scANVI SH,0.09188302946411596,0.12927468893078248,0.8388550760865284,0.904812223742172,0.17167804587861837,scANVI,SH,0.644964796078677,1,0.5930683352674598,0.7456112811754498,0.336483686801678,0.7459111031303967,9,1,20,21,18,14,0.6013667657971382,0.9996431574210788,0.9142756522026236,0.8879446861294857,0.5013036134678875,scANVI,SH,0.9861723053381724,0.9984803358542094,1,1,1,0.9961631602980956,1,1,2,2,1,1,0.8960623374310159,1,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.4273006128204434,0.7809067750036427,0.639464310130363,1,0.5018070937928587,0.7262226793992838,0.6364564451567137,1
scANVI HE,0.08768986851132725,0.141983935658201,0.848824834703258,0.8971339812054588,0.17893704023159274,scANVI,HE,0.7003135532415022,0.9829332254868894,0.622874275546595,0.7591916395152095,0.3695640541240368,0.766328173447549,7,5,19,15,16,10,0.5998391062021255,0.999589585062606,0.9154180396660434,0.8874004128112832,0.4326495417750982,scANVI,HE,0.9769891198559982,1,0.9991128859264212,0.8321169246133666,0.9986019013322576,0.9520547325989464,5,2,1,3,4,3,0.8777641089383874,2,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.4309139320619676,0.7669793371034312,0.6325531750868458,4,0.5031464311629091,0.7088267751136376,0.6265546375333462,4
scANVI O2O,0.09348263191697267,0.13760610062972,0.8458088769986958,0.8980285166121159,0.1842921959951781,scANVI,O2O,0.6835699672610902,0.9849215495084884,0.6448629209585439,0.7404306609332181,0.35816917023163347,0.7634462746653352,8,4,21,20,15,12,0.6036670580506325,0.999616830360277,0.8753029352131987,0.8566515494289588,0.46742768926884776,scANVI,O2O,1,0.9466367691403555,0.9489951444521624,0.9171615871299212,0.9993129324584212,0.9531983751806098,2,3,3,1,2,2,0.8772975349745,3,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.43184366443053646,0.7605332124643829,0.6290573932508443,5,0.5054030553807406,0.7007623079904094,0.6226186069465418,5
SeuratV4 RPCA HE,0.0731652080868753,0.00330382783353655,0.8477471392026322,0.8851755330100649,0.19387631061919963,SeuratV4 RPCA,HE,0.6943305491535686,0.9563526456339289,0.6842159682570204,0.8062325462555532,0.00859939543603612,0.7852829273250177,26,8,18,16,11,5,0.552520401775837,0.999612052691823,0.580959424523652,0.6967975681184506,0.4086983531476461,SeuratV4 RPCA,HE,0.6925432649407988,0.5550854837279445,0.6884482614881444,0.7735479409129529,0.9991882477872404,0.6774062377674601,4,11,12,4,7,4,0.7205569135904832,4,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.40065360375046166,0.6477175600514817,0.5488919775310737,2,0.49999104772969305,0.5597439368913965,0.5358427812267151,2
SeuratV4 RPCA SH,0.07055673606724666,0.00348974338588403,0.8506320948315279,0.8624113752687428,0.19217912543600105,SeuratV4 RPCA,SH,0.7103468555324741,0.9057537298932002,0.6772472067794304,0.8146805846553753,0.00908330725980501,0.77700709421512,25,10,15,14,13,7,0.5495971590280533,0.9996143017703438,0.5676806886748483,0.6890557409342791,0.4050646185290356,SeuratV4 RPCA,SH,0.6749708420987223,0.5374214079069055,0.6758298147985756,0.7646621963697741,0.9992469428638304,0.6632210652934943,3,12,14,5,8,6,0.7087354768621447,5,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.39585381499788047,0.642202501787312,0.5436630270715394,6,0.4939448329008796,0.552849551791554,0.5292876642352843,6
SeuratV4 RPCA O2O,0.06762859591739184,0.00247767267284837,0.8458106752951622,0.848471368713084,0.1618674578474114,SeuratV4 RPCA,O2O,0.6835799508001358,0.8747686512818967,0.5527853722642528,0.8241639297861221,0.00644903068453063,0.7338244760331019,27,12,13,19,19,15,0.5432253256440163,0.9995729951602912,0.57748507008212,0.7000131932679723,0.4142722860712505,SeuratV4 RPCA,O2O,0.6366679845654402,0.5504637139312425,0.6936894265978276,0.787178144892709,0.9981689482014738,0.6669998174968048,6,9,13,6,6,5,0.6937296809113236,6,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.3852511540891796,0.6469137740451301,0.5422487260627499,3,0.4809445244432624,0.5587489687663398,0.5276271910371089,3
SeuratV4 CCA SH,0.0633060268773849,0.11153084642614586,0.8577456223461053,0.8428564067954292,0.1934585979216058,SeuratV4 CCA,SH,0.7498387752580669,0.8622880232618627,0.6825008106039196,0.8381634011092071,0.2902989804730846,0.7831977525582641,11,13,11,9,12,6,0.5305454395711422,0.99883791130157,0.7859686723369466,0.7595076781098459,0.2318981958450651,SeuratV4 CCA,SH,0.5604456729456355,0.8277996139449753,0.7906598145232311,0.3412100852702951,0.9789851789433286,0.6300287966710343,12,5,4,8,20,7,0.6912963790259262,7,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.4137795000733342,0.6613515794329139,0.562322747689082,9,0.4893416634851313,0.5769799964657499,0.5419246632735024,9
SeuratV4 CCA O2O,0.06286247753557432,0.105301822634306,0.8545777473910086,0.8253710942575575,0.19927906539127985,SeuratV4 CCA,O2O,0.7322517956377556,0.8234226338256407,0.7064000585385416,0.8395999209735701,0.27408571469005194,0.7754186022438769,12,18,10,11,10,8,0.5339839532971382,0.9986484097624752,0.7465836279014804,0.7496171384691068,0.23794195273728855,SeuratV4 CCA,O2O,0.581115532534716,0.7754075474828849,0.7745391695877695,0.3559891722048024,0.9740396836002772,0.6217628554525432,16,6,6,7,17,8,0.6832251541690766,8,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.40947844144194523,0.6533550164334978,0.5558043864368768,12,0.48552259614385507,0.5670316681012535,0.5344280393182941,14
SeuratV4 CCA HE,0.06089732285986236,0.11469602488480136,0.8579702719805465,0.8346140929715311,0.18504410999890075,SeuratV4 CCA,HE,0.7510859547075814,0.8439674621665134,0.64795033263022,0.8459644524069446,0.2985374912439278,0.7722420504778149,10,14,9,8,14,9,0.5265272576361895,0.9987483668095898,0.7752960926238771,0.7614245882304908,0.2275598447115799,SeuratV4 CCA,HE,0.5362912669966541,0.8136023846752383,0.7937841968674284,0.3306013083625581,0.9766483015216508,0.6185697892254698,13,4,5,10,22,9,0.6800386937264078,9,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.4106443645391284,0.6579112300023454,0.5590044838170586,11,0.4846314494527102,0.5727019458005344,0.5374737472614047,13
Harmony SH,0.0717862793076014,0.07581655075684846,0.8916640540276274,0.813452831491138,0.23671451189963844,Harmony,SH,0.9381425357256684,0.7969313759303729,0.8601126292741426,0.8106984723572195,0.1973397323965736,0.8514712533218508,14,19,17,3,2,2,0.5264426954090595,0.9979461812756184,0.6632247332296042,0.7104828922010905,0.21419321247674883,Harmony,SH,0.5357829399982473,0.6645191426973737,0.7107540464479704,0.29791524515006496,0.9557133537556912,0.552242843573414,19,8,7,11,25,10,0.6719342074727888,10,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.41788684549657074,0.6224579429184243,0.5406295039496829,10,0.5034044191815013,0.5285858833291258,0.5185132976700759,10
Harmony HE,0.07097904663771883,0.08326724061075341,0.9007655353182348,0.7937454945001918,0.2353916548038505,Harmony,HE,0.98867090829133,0.7531269929520851,0.8546808851953323,0.8133128506374703,0.21673282173210576,0.8524479092690544,13,20,16,2,3,1,0.5266511905938387,0.99740520450971,0.6554088926459365,0.7114260406544393,0.2107563201587712,Harmony,HE,0.5370362623746577,0.654122098713138,0.7122912892972119,0.2895108484713552,0.941595272766595,0.5482401247140908,20,7,8,9,27,11,0.6699232385360763,11,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.4168297943741499,0.6203295297125392,0.5389296355771834,14,0.500220432814999,0.5260606110132464,0.5157245397339474,15
Harmony O2O,0.06969307259447544,0.06570180457432029,0.9028062010074382,0.7696291070442688,0.2064836447533791,Harmony,O2O,1,0.699522415496625,0.7359825670460777,0.8174777249457794,0.17101248214588777,0.8132456768721206,17,23,14,1,8,3,0.5159068945795298,0.9970599758762664,0.6203428905089067,0.6975544826119117,0.21156243554064605,Harmony,O2O,0.472449319382318,0.6074754504521882,0.6896819605823102,0.29148208085552035,0.9325857068963702,0.5152722028180842,21,10,9,17,26,14,0.6344615924396988,12,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.40286276599477633,0.6084853358234522,0.5262363078919818,13,0.4871530063498904,0.5113416758102486,0.5016662080261053,11
scVI O2O,0.01549812370183387,0.06267779257623451,0.8648342537040875,0.8992188097778628,0.11924307215670472,scVI,O2O,0.7891924798694679,0.9875672675835776,0.37776665306502066,0.9929984918454046,0.16314140765741442,0.7868812230908676,18,2,2,6,21,4,0.5155690358951688,0.9964016684637472,0.4207677837580393,0.5209774564325291,0.42612060683978575,scVI,O2O,0.4704183571343281,0.3419901017126941,0.40187809484856635,0.8161514086736237,0.9154056024050766,0.507609490592303,24,22,19,18,5,16,0.6193181835917289,13,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.3922944103833447,0.5759673102778541,0.5024981503200503,7,0.47469856483512224,0.47085872073138074,0.4723946583728773,7
scVI SH,0.01665631081893798,0.06611014167290413,0.8635456487329396,0.8816615920566078,0.10873370615956723,scVI,SH,0.7820385771152736,0.9485420512670164,0.334614458690616,0.9892474800784208,0.17207532571972114,0.7636106417878317,16,9,4,7,22,11,0.5181665867567062,0.9969002165123512,0.32684207493923184,0.4949172844503904,0.4442218739162793,scVI,SH,0.4860329557260269,0.2170451626001568,0.35940247726439467,0.8604153002428652,0.9284164046625965,0.48072397395836086,22,23,26,16,3,17,0.5938786410901492,14,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.38734147988819134,0.5562096073149918,0.48866235634427163,18,0.46764931444201313,0.44603695501565194,0.45468189878619647,18
fastMNN SH,0.19276778334494576,0.02109492290611886,0.8466024403985378,0.8285084924451657,0.22192259472468612,fastMNN,SH,0.6879755651897561,0.8303962696765176,0.7993759791967263,0.4188765995961592,0.0549070934995524,0.6841561034147898,23,17,23,17,4,19,0.5214109964278455,0.9986607296847098,0.5860101409241927,0.6774089401981366,0.23444014717276968,fastMNN,SH,0.5055360020116653,0.5618042134673988,0.6568466302483545,0.3474260400688362,0.9743612014007608,0.5179032214490638,15,15,10,14,19,13,0.5844043742353542,15,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.42217924676389085,0.6035861908815308,0.5310234132344748,17,0.5224503277283339,0.5048175561807361,0.5118706647997753,17
fastMNN O2O,0.1910582710091464,0.02400814241580029,0.8533545080275836,0.8300653607007203,0.21612324238270475,fastMNN,O2O,0.7254607808217493,0.8338567906664609,0.7755634314583564,0.42441318413650575,0.06248979084879948,0.6898235467707681,21,15,22,13,5,18,0.5229283038721433,0.998311320595186,0.5526833324626009,0.6782287915712311,0.23148996271865704,fastMNN,O2O,0.5146569578449932,0.5174711324993159,0.6581829105086416,0.3402118133390575,0.9652425365428724,0.5076307035480021,18,14,15,12,21,15,0.5805078408371085,16,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.42292190490719106,0.5967283422439638,0.5272057673092547,19,0.5226503455300388,0.4963325976561581,0.5068596968057104,19
fastMNN HE,0.19400445146251943,0.02359107372342872,0.8459581866865986,0.8295269389230401,0.2083500748675654,fastMNN,HE,0.6843988845875261,0.8326600164009073,0.7436462600886026,0.4148714120125924,0.061404220174296593,0.668894143272407,22,16,24,18,7,20,0.5220445521086851,0.9986763800120232,0.5816811858409685,0.6795428770885668,0.2362566372998783,fastMNN,HE,0.5093444809093391,0.5560456087563311,0.6603247457177687,0.3518679899988137,0.974769634077432,0.5193957063455631,14,13,11,13,18,12,0.5791950811163007,17,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.42028614513263046,0.6036403264700244,0.5302986539350668,8,0.5194599129849309,0.5048813130845247,0.5107127530446871,8
scVI HE,0.01333629189519237,0.0740503774498259,0.8538893998742885,0.8581560265611085,0.09860071148329386,scVI,HE,0.7284303210152263,0.8962951752147568,0.2930076713749534,1,0.192742633685349,0.7294332919012341,15,11,1,12,24,16,0.5192394498735666,0.9965144119656072,0.31310727741191435,0.4200885045236428,0.3951770463179335,scVI,HE,0.49248223345208386,0.1987744094447642,0.2374386374771092,0.7404836445376972,0.918347913407252,0.4172947312279136,23,27,27,15,9,21,0.5421501554972418,18,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.3796065614527418,0.5288253380185329,0.46913782739221643,15,0.4559956074534708,0.41190306953176437,0.4295400847004469,12
Scanorama HE,0.2311921098836685,0.03988614071570373,0.7619063515066419,0.7627757481572691,0.1741024721100749,Scanorama,HE,0.21777127670755467,0.6842891469169227,0.6030231995299389,0.2944320268180133,0.10381796925070554,0.4498789124931074,19,24,25,25,17,22,0.4926370782777667,0.9984433514078096,0.42531159262622703,0.6340715560047904,0.30512259359202337,Scanorama,HE,0.3325680003156583,0.34803451627729354,0.5862107894965534,0.5202691969002985,0.9686881959928604,0.44677062574745097,17,20,18,19,12,19,0.4480139404457135,19,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.39397256447467166,0.5711172343817235,0.5002593664189028,16,0.48249417041441367,0.4642857051252019,0.4715690912408866,16
Scanorama SH,0.2325428009720063,0.02739234787615269,0.7586887877093136,0.7877243885823849,0.12613900715118664,Scanorama,SH,0.1999084412949315,0.7397436104231508,0.4060818461371998,0.29005755391023036,0.07129839785154737,0.40894786294137814,20,21,26,26,20,23,0.49135366827249527,0.9991212405250832,0.4402839953034514,0.6367289129590955,0.3302678845427854,Scanorama,SH,0.3248530668536732,0.3679515971745272,0.5905420302056733,0.5817581759545296,0.9863793318464046,0.46627621754710086,11,19,16,20,11,18,0.44334487570481174,20,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.3864974664582088,0.5795511403205821,0.5023296707756328,20,0.47627374610372286,0.47465861526945685,0.47530466760316326,20
Scanorama O2O,0.2467446100662923,0.0064811648386478,0.7501390420954278,0.7828085029097368,0.10311752659166872,Scanorama,O2O,0.15244312021957254,0.7288168505681241,0.31155403121844244,0.24406226330613492,0.01686955317947247,0.3592190663280685,24,22,27,27,23,25,0.4789033867418766,0.9992277864948368,0.42945471269805746,0.6329314496215197,0.33597367510951776,Scanorama,O2O,0.25001097181219845,0.35354591344023023,0.5843525238345206,0.5957108177168634,0.989159903443628,0.4459050567009531,10,21,17,23,10,20,0.4112306605517993,21,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.3778581693003547,0.5752982021331616,0.4963221890000389,21,0.47070242041578136,0.46931580604274287,0.4698704517919583,21
unintegrated SH,0.32068374576687575,5.551115123125783e-17,0.7232550909209815,0.8987506864836295,0.07952579318448894,unintegrated,SH,0.00319243699492713,0.9865267489142578,0.2146847180845154,0.00459614944798626,0,0.3022500133604217,28,3,29,29,27,30,0.4822033736854792,0.999358662557792,0.41362674516214254,0.645129880473181,0.2613066087993088,unintegrated,SH,0.2698481084955213,0.3324907149762489,0.6042348133427115,0.41312387985324744,0.9925754269425604,0.4049243791669323,8,16,20,21,15,22,0.36385463284432806,22,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.40444306327119517,0.5603250541355808,0.49797225778982657,26,0.5055538290889939,0.4505666520300279,0.4725615228536143,26
unintegrated O2O,0.3221028831648966,5.551115123125783e-17,0.7226800495312551,0.89694600130625,0.08495785350567964,unintegrated,O2O,0,0.982515394122817,0.23698913900746724,0,0,0.30487613328257107,28,6,30,30,25,29,0.47279537841677666,0.9995186253975332,0.40815932307270697,0.6379488535093567,0.28636711714033436,unintegrated,O2O,0.2132940398731876,0.3252176613186514,0.5925304180153866,0.4744055359488994,0.9967500393640748,0.4013619137890313,7,18,22,24,13,23,0.3627676015864472,23,Heart_hs_mf_mm_xl_dr,NA,NA,NA,0.4053373575016163,0.5609578595073416,0.49870965870505146,25,0.5066716968770204,0.4513176680347937,0.4734592795716844,24
